atom,x,y,z
C,13.56,0,0
C,13.4857,1.4174,0
C,12.8963,4.1903,0
C,12.3877,5.5153,0
C,10.9703,7.9704,0
C,10.077,9.0734,0
C,7.9704,10.9703,0
C,6.78,11.7433,0
C,4.1903,12.8963,0
C,2.8193,13.2637,0
C,0,13.56,0
C,-1.4174,13.4857,0
C,-4.1903,12.8963,0
C,-5.5153,12.3877,0
C,-7.9704,10.9703,0
C,-9.0734,10.077,0
C,-10.9703,7.9704,0
C,-11.7433,6.78,0
C,-12.8963,4.1903,0
C,-13.2637,2.8193,0
C,-13.56,0,0
C,-13.4857,-1.4174,0
C,-12.8963,-4.1903,0
C,-12.3877,-5.5153,0
C,-10.9703,-7.9704,0
C,-10.077,-9.0734,0
C,-7.9704,-10.9703,0
C,-6.78,-11.7433,0
C,-4.1903,-12.8963,0
C,-2.8193,-13.2637,0
C,0,-13.56,0
C,1.4174,-13.4857,0
C,4.1903,-12.8963,0
C,5.5153,-12.3877,0
C,7.9704,-10.9703,0
C,9.0734,-10.077,0
C,10.9703,-7.9704,0
C,11.7433,-6.78,0
C,12.8963,-4.1903,0
C,13.2637,-2.8193,0
C,13.3931,2.1213,1.2298
C,13.098,3.5096,1.2298
C,12.082,6.1561,1.2298
C,11.3724,7.3853,1.2298
C,9.5884,9.5884,1.2298
C,8.5336,10.5381,1.2298
C,6.1561,12.082,1.2298
C,4.8595,12.6594,1.2298
C,2.1213,13.3931,1.2298
C,0.7097,13.5414,1.2298
C,-2.1213,13.3931,1.2298
C,-3.5096,13.098,1.2298
C,-6.1561,12.082,1.2298
C,-7.3853,11.3724,1.2298
C,-9.5884,9.5884,1.2298
C,-10.5381,8.5336,1.2298
C,-12.082,6.1561,1.2298
C,-12.6594,4.8595,1.2298
C,-13.3931,2.1213,1.2298
C,-13.5414,0.7097,1.2298
C,-13.3931,-2.1213,1.2298
C,-13.098,-3.5096,1.2298
C,-12.082,-6.1561,1.2298
C,-11.3724,-7.3853,1.2298
C,-9.5884,-9.5884,1.2298
C,-8.5336,-10.5381,1.2298
C,-6.1561,-12.082,1.2298
C,-4.8595,-12.6594,1.2298
C,-2.1213,-13.3931,1.2298
C,-0.7097,-13.5414,1.2298
C,2.1213,-13.3931,1.2298
C,3.5096,-13.098,1.2298
C,6.1561,-12.082,1.2298
C,7.3853,-11.3724,1.2298
C,9.5884,-9.5884,1.2298
C,10.5381,-8.5336,1.2298
C,12.082,-6.1561,1.2298
C,12.6594,-4.8595,1.2298
C,13.3931,-2.1213,1.2298
C,13.5414,-0.7097,1.2298
C,12.8963,4.1903,2.4595
C,12.3877,5.5153,2.4595
C,10.9703,7.9704,2.4595
C,10.077,9.0734,2.4595
C,7.9704,10.9703,2.4595
C,6.78,11.7433,2.4595
C,4.1903,12.8963,2.4595
C,2.8193,13.2637,2.4595
C,0,13.56,2.4595
C,-1.4174,13.4857,2.4595
C,-4.1903,12.8963,2.4595
C,-5.5153,12.3877,2.4595
C,-7.9704,10.9703,2.4595
C,-9.0734,10.077,2.4595
C,-10.9703,7.9704,2.4595
C,-11.7433,6.78,2.4595
C,-12.8963,4.1903,2.4595
C,-13.2637,2.8193,2.4595
C,-13.56,0,2.4595
C,-13.4857,-1.4174,2.4595
C,-12.8963,-4.1903,2.4595
C,-12.3877,-5.5153,2.4595
C,-10.9703,-7.9704,2.4595
C,-10.077,-9.0734,2.4595
C,-7.9704,-10.9703,2.4595
C,-6.78,-11.7433,2.4595
C,-4.1903,-12.8963,2.4595
C,-2.8193,-13.2637,2.4595
C,0,-13.56,2.4595
C,1.4174,-13.4857,2.4595
C,4.1903,-12.8963,2.4595
C,5.5153,-12.3877,2.4595
C,7.9704,-10.9703,2.4595
C,9.0734,-10.077,2.4595
C,10.9703,-7.9704,2.4595
C,11.7433,-6.78,2.4595
C,12.8963,-4.1903,2.4595
C,13.2637,-2.8193,2.4595
C,13.56,0,2.4595
C,13.4857,1.4174,2.4595
C,12.082,6.1561,3.6893
C,11.3724,7.3853,3.6893
C,9.5884,9.5884,3.6893
C,8.5336,10.5381,3.6893
C,6.1561,12.082,3.6893
C,4.8595,12.6594,3.6893
C,2.1213,13.3931,3.6893
C,0.7097,13.5414,3.6893
C,-2.1213,13.3931,3.6893
C,-3.5096,13.098,3.6893
C,-6.1561,12.082,3.6893
C,-7.3853,11.3724,3.6893
C,-9.5884,9.5884,3.6893
C,-10.5381,8.5336,3.6893
C,-12.082,6.1561,3.6893
C,-12.6594,4.8595,3.6893
C,-13.3931,2.1213,3.6893
C,-13.5414,0.7097,3.6893
C,-13.3931,-2.1213,3.6893
C,-13.098,-3.5096,3.6893
C,-12.082,-6.1561,3.6893
C,-11.3724,-7.3853,3.6893
C,-9.5884,-9.5884,3.6893
C,-8.5336,-10.5381,3.6893
C,-6.1561,-12.082,3.6893
C,-4.8595,-12.6594,3.6893
C,-2.1213,-13.3931,3.6893
C,-0.7097,-13.5414,3.6893
C,2.1213,-13.3931,3.6893
C,3.5096,-13.098,3.6893
C,6.1561,-12.082,3.6893
C,7.3853,-11.3724,3.6893
C,9.5884,-9.5884,3.6893
C,10.5381,-8.5336,3.6893
C,12.082,-6.1561,3.6893
C,12.6594,-4.8595,3.6893
C,13.3931,-2.1213,3.6893
C,13.5414,-0.7097,3.6893
C,13.3931,2.1213,3.6893
C,13.098,3.5096,3.6893
C,10.9703,7.9704,4.919
C,10.077,9.0734,4.919
C,7.9704,10.9703,4.919
C,6.78,11.7433,4.919
C,4.1903,12.8963,4.919
C,2.8193,13.2637,4.919
C,0,13.56,4.919
C,-1.4174,13.4857,4.919
C,-4.1903,12.8963,4.919
C,-5.5153,12.3877,4.919
C,-7.9704,10.9703,4.919
C,-9.0734,10.077,4.919
C,-10.9703,7.9704,4.919
C,-11.7433,6.78,4.919
C,-12.8963,4.1903,4.919
C,-13.2637,2.8193,4.919
C,-13.56,0,4.919
C,-13.4857,-1.4174,4.919
C,-12.8963,-4.1903,4.919
C,-12.3877,-5.5153,4.919
C,-10.9703,-7.9704,4.919
C,-10.077,-9.0734,4.919
C,-7.9704,-10.9703,4.919
C,-6.78,-11.7433,4.919
C,-4.1903,-12.8963,4.919
C,-2.8193,-13.2637,4.919
C,0,-13.56,4.919
C,1.4174,-13.4857,4.919
C,4.1903,-12.8963,4.919
C,5.5153,-12.3877,4.919
C,7.9704,-10.9703,4.919
C,9.0734,-10.077,4.919
C,10.9703,-7.9704,4.919
C,11.7433,-6.78,4.919
C,12.8963,-4.1903,4.919
C,13.2637,-2.8193,4.919
C,13.56,0,4.919
C,13.4857,1.4174,4.919
C,12.8963,4.1903,4.919
C,12.3877,5.5153,4.919
C,9.5884,9.5884,6.1488
C,8.5336,10.5381,6.1488
C,6.1561,12.082,6.1488
C,4.8595,12.6594,6.1488
C,2.1213,13.3931,6.1488
C,0.7097,13.5414,6.1488
C,-2.1213,13.3931,6.1488
C,-3.5096,13.098,6.1488
C,-6.1561,12.082,6.1488
C,-7.3853,11.3724,6.1488
C,-9.5884,9.5884,6.1488
C,-10.5381,8.5336,6.1488
C,-12.082,6.1561,6.1488
C,-12.6594,4.8595,6.1488
C,-13.3931,2.1213,6.1488
C,-13.5414,0.7097,6.1488
C,-13.3931,-2.1213,6.1488
C,-13.098,-3.5096,6.1488
C,-12.082,-6.1561,6.1488
C,-11.3724,-7.3853,6.1488
C,-9.5884,-9.5884,6.1488
C,-8.5336,-10.5381,6.1488
C,-6.1561,-12.082,6.1488
C,-4.8595,-12.6594,6.1488
C,-2.1213,-13.3931,6.1488
C,-0.7097,-13.5414,6.1488
C,2.1213,-13.3931,6.1488
C,3.5096,-13.098,6.1488
C,6.1561,-12.082,6.1488
C,7.3853,-11.3724,6.1488
C,9.5884,-9.5884,6.1488
C,10.5381,-8.5336,6.1488
C,12.082,-6.1561,6.1488
C,12.6594,-4.8595,6.1488
C,13.3931,-2.1213,6.1488
C,13.5414,-0.7097,6.1488
C,13.3931,2.1213,6.1488
C,13.098,3.5096,6.1488
C,12.082,6.1561,6.1488
C,11.3724,7.3853,6.1488
C,7.9704,10.9703,7.3785
C,6.78,11.7433,7.3785
C,4.1903,12.8963,7.3785
C,2.8193,13.2637,7.3785
C,0,13.56,7.3785
C,-1.4174,13.4857,7.3785
C,-4.1903,12.8963,7.3785
C,-5.5153,12.3877,7.3785
C,-7.9704,10.9703,7.3785
C,-9.0734,10.077,7.3785
C,-10.9703,7.9704,7.3785
C,-11.7433,6.78,7.3785
C,-12.8963,4.1903,7.3785
C,-13.2637,2.8193,7.3785
C,-13.56,0,7.3785
C,-13.4857,-1.4174,7.3785
C,-12.8963,-4.1903,7.3785
C,-12.3877,-5.5153,7.3785
C,-10.9703,-7.9704,7.3785
C,-10.077,-9.0734,7.3785
C,-7.9704,-10.9703,7.3785
C,-6.78,-11.7433,7.3785
C,-4.1903,-12.8963,7.3785
C,-2.8193,-13.2637,7.3785
C,0,-13.56,7.3785
C,1.4174,-13.4857,7.3785
C,4.1903,-12.8963,7.3785
C,5.5153,-12.3877,7.3785
C,7.9704,-10.9703,7.3785
C,9.0734,-10.077,7.3785
C,10.9703,-7.9704,7.3785
C,11.7433,-6.78,7.3785
C,12.8963,-4.1903,7.3785
C,13.2637,-2.8193,7.3785
C,13.56,0,7.3785
C,13.4857,1.4174,7.3785
C,12.8963,4.1903,7.3785
C,12.3877,5.5153,7.3785
C,10.9703,7.9704,7.3785
C,10.077,9.0734,7.3785
C,6.1561,12.082,8.6083
C,4.8595,12.6594,8.6083
C,2.1213,13.3931,8.6083
C,0.7097,13.5414,8.6083
C,-2.1213,13.3931,8.6083
C,-3.5096,13.098,8.6083
C,-6.1561,12.082,8.6083
C,-7.3853,11.3724,8.6083
C,-9.5884,9.5884,8.6083
C,-10.5381,8.5336,8.6083
C,-12.082,6.1561,8.6083
C,-12.6594,4.8595,8.6083
C,-13.3931,2.1213,8.6083
C,-13.5414,0.7097,8.6083
C,-13.3931,-2.1213,8.6083
C,-13.098,-3.5096,8.6083
C,-12.082,-6.1561,8.6083
C,-11.3724,-7.3853,8.6083
C,-9.5884,-9.5884,8.6083
C,-8.5336,-10.5381,8.6083
C,-6.1561,-12.082,8.6083
C,-4.8595,-12.6594,8.6083
C,-2.1213,-13.3931,8.6083
C,-0.7097,-13.5414,8.6083
C,2.1213,-13.3931,8.6083
C,3.5096,-13.098,8.6083
C,6.1561,-12.082,8.6083
C,7.3853,-11.3724,8.6083
C,9.5884,-9.5884,8.6083
C,10.5381,-8.5336,8.6083
C,12.082,-6.1561,8.6083
C,12.6594,-4.8595,8.6083
C,13.3931,-2.1213,8.6083
C,13.5414,-0.7097,8.6083
C,13.3931,2.1213,8.6083
C,13.098,3.5096,8.6083
C,12.082,6.1561,8.6083
C,11.3724,7.3853,8.6083
C,9.5884,9.5884,8.6083
C,8.5336,10.5381,8.6083
C,4.1903,12.8963,9.838
C,2.8193,13.2637,9.838
C,0,13.56,9.838
C,-1.4174,13.4857,9.838
C,-4.1903,12.8963,9.838
C,-5.5153,12.3877,9.838
C,-7.9704,10.9703,9.838
C,-9.0734,10.077,9.838
C,-10.9703,7.9704,9.838
C,-11.7433,6.78,9.838
C,-12.8963,4.1903,9.838
C,-13.2637,2.8193,9.838
C,-13.56,0,9.838
C,-13.4857,-1.4174,9.838
C,-12.8963,-4.1903,9.838
C,-12.3877,-5.5153,9.838
C,-10.9703,-7.9704,9.838
C,-10.077,-9.0734,9.838
C,-7.9704,-10.9703,9.838
C,-6.78,-11.7433,9.838
C,-4.1903,-12.8963,9.838
C,-2.8193,-13.2637,9.838
C,0,-13.56,9.838
C,1.4174,-13.4857,9.838
C,4.1903,-12.8963,9.838
C,5.5153,-12.3877,9.838
C,7.9704,-10.9703,9.838
C,9.0734,-10.077,9.838
C,10.9703,-7.9704,9.838
C,11.7433,-6.78,9.838
C,12.8963,-4.1903,9.838
C,13.2637,-2.8193,9.838
C,13.56,0,9.838
C,13.4857,1.4174,9.838
C,12.8963,4.1903,9.838
C,12.3877,5.5153,9.838
C,10.9703,7.9704,9.838
C,10.077,9.0734,9.838
C,7.9704,10.9703,9.838
C,6.78,11.7433,9.838
C,2.1213,13.3931,11.0678
C,0.7097,13.5414,11.0678
C,-2.1213,13.3931,11.0678
C,-3.5096,13.098,11.0678
C,-6.1561,12.082,11.0678
C,-7.3853,11.3724,11.0678
C,-9.5884,9.5884,11.0678
C,-10.5381,8.5336,11.0678
C,-12.082,6.1561,11.0678
C,-12.6594,4.8595,11.0678
C,-13.3931,2.1213,11.0678
C,-13.5414,0.7097,11.0678
C,-13.3931,-2.1213,11.0678
C,-13.098,-3.5096,11.0678
C,-12.082,-6.1561,11.0678
C,-11.3724,-7.3853,11.0678
C,-9.5884,-9.5884,11.0678
C,-8.5336,-10.5381,11.0678
C,-6.1561,-12.082,11.0678
C,-4.8595,-12.6594,11.0678
C,-2.1213,-13.3931,11.0678
C,-0.7097,-13.5414,11.0678
C,2.1213,-13.3931,11.0678
C,3.5096,-13.098,11.0678
C,6.1561,-12.082,11.0678
C,7.3853,-11.3724,11.0678
C,9.5884,-9.5884,11.0678
C,10.5381,-8.5336,11.0678
C,12.082,-6.1561,11.0678
C,12.6594,-4.8595,11.0678
C,13.3931,-2.1213,11.0678
C,13.5414,-0.7097,11.0678
C,13.3931,2.1213,11.0678
C,13.098,3.5096,11.0678
C,12.082,6.1561,11.0678
C,11.3724,7.3853,11.0678
C,9.5884,9.5884,11.0678
C,8.5336,10.5381,11.0678
C,6.1561,12.082,11.0678
C,4.8595,12.6594,11.0678
C,0,13.56,12.2976
C,-1.4174,13.4857,12.2976
C,-4.1903,12.8963,12.2976
C,-5.5153,12.3877,12.2976
C,-7.9704,10.9703,12.2976
C,-9.0734,10.077,12.2976
C,-10.9703,7.9704,12.2976
C,-11.7433,6.78,12.2976
C,-12.8963,4.1903,12.2976
C,-13.2637,2.8193,12.2976
C,-13.56,0,12.2976
C,-13.4857,-1.4174,12.2976
C,-12.8963,-4.1903,12.2976
C,-12.3877,-5.5153,12.2976
C,-10.9703,-7.9704,12.2976
C,-10.077,-9.0734,12.2976
C,-7.9704,-10.9703,12.2976
C,-6.78,-11.7433,12.2976
C,-4.1903,-12.8963,12.2976
C,-2.8193,-13.2637,12.2976
C,0,-13.56,12.2976
C,1.4174,-13.4857,12.2976
C,4.1903,-12.8963,12.2976
C,5.5153,-12.3877,12.2976
C,7.9704,-10.9703,12.2976
C,9.0734,-10.077,12.2976
C,10.9703,-7.9704,12.2976
C,11.7433,-6.78,12.2976
C,12.8963,-4.1903,12.2976
C,13.2637,-2.8193,12.2976
C,13.56,0,12.2976
C,13.4857,1.4174,12.2976
C,12.8963,4.1903,12.2976
C,12.3877,5.5153,12.2976
C,10.9703,7.9704,12.2976
C,10.077,9.0734,12.2976
C,7.9704,10.9703,12.2976
C,6.78,11.7433,12.2976
C,4.1903,12.8963,12.2976
C,2.8193,13.2637,12.2976
C,-2.1213,13.3931,13.5273
C,-3.5096,13.098,13.5273
C,-6.1561,12.082,13.5273
C,-7.3853,11.3724,13.5273
C,-9.5884,9.5884,13.5273
C,-10.5381,8.5336,13.5273
C,-12.082,6.1561,13.5273
C,-12.6594,4.8595,13.5273
C,-13.3931,2.1213,13.5273
C,-13.5414,0.7097,13.5273
C,-13.3931,-2.1213,13.5273
C,-13.098,-3.5096,13.5273
C,-12.082,-6.1561,13.5273
C,-11.3724,-7.3853,13.5273
C,-9.5884,-9.5884,13.5273
C,-8.5336,-10.5381,13.5273
C,-6.1561,-12.082,13.5273
C,-4.8595,-12.6594,13.5273
C,-2.1213,-13.3931,13.5273
C,-0.7097,-13.5414,13.5273
C,2.1213,-13.3931,13.5273
C,3.5096,-13.098,13.5273
C,6.1561,-12.082,13.5273
C,7.3853,-11.3724,13.5273
C,9.5884,-9.5884,13.5273
C,10.5381,-8.5336,13.5273
C,12.082,-6.1561,13.5273
C,12.6594,-4.8595,13.5273
C,13.3931,-2.1213,13.5273
C,13.5414,-0.7097,13.5273
C,13.3931,2.1213,13.5273
C,13.098,3.5096,13.5273
C,12.082,6.1561,13.5273
C,11.3724,7.3853,13.5273
C,9.5884,9.5884,13.5273
C,8.5336,10.5381,13.5273
C,6.1561,12.082,13.5273
C,4.8595,12.6594,13.5273
C,2.1213,13.3931,13.5273
C,0.7097,13.5414,13.5273
C,-4.1903,12.8963,14.7571
C,-5.5153,12.3877,14.7571
C,-7.9704,10.9703,14.7571
C,-9.0734,10.077,14.7571
C,-10.9703,7.9704,14.7571
C,-11.7433,6.78,14.7571
C,-12.8963,4.1903,14.7571
C,-13.2637,2.8193,14.7571
C,-13.56,0,14.7571
C,-13.4857,-1.4174,14.7571
C,-12.8963,-4.1903,14.7571
C,-12.3877,-5.5153,14.7571
C,-10.9703,-7.9704,14.7571
C,-10.077,-9.0734,14.7571
C,-7.9704,-10.9703,14.7571
C,-6.78,-11.7433,14.7571
C,-4.1903,-12.8963,14.7571
C,-2.8193,-13.2637,14.7571
C,0,-13.56,14.7571
C,1.4174,-13.4857,14.7571
C,4.1903,-12.8963,14.7571
C,5.5153,-12.3877,14.7571
C,7.9704,-10.9703,14.7571
C,9.0734,-10.077,14.7571
C,10.9703,-7.9704,14.7571
C,11.7433,-6.78,14.7571
C,12.8963,-4.1903,14.7571
C,13.2637,-2.8193,14.7571
C,13.56,0,14.7571
C,13.4857,1.4174,14.7571
C,12.8963,4.1903,14.7571
C,12.3877,5.5153,14.7571
C,10.9703,7.9704,14.7571
C,10.077,9.0734,14.7571
C,7.9704,10.9703,14.7571
C,6.78,11.7433,14.7571
C,4.1903,12.8963,14.7571
C,2.8193,13.2637,14.7571
C,0,13.56,14.7571
C,-1.4174,13.4857,14.7571
C,-6.1561,12.082,15.9868
C,-7.3853,11.3724,15.9868
C,-9.5884,9.5884,15.9868
C,-10.5381,8.5336,15.9868
C,-12.082,6.1561,15.9868
C,-12.6594,4.8595,15.9868
C,-13.3931,2.1213,15.9868
C,-13.5414,0.7097,15.9868
C,-13.3931,-2.1213,15.9868
C,-13.098,-3.5096,15.9868
C,-12.082,-6.1561,15.9868
C,-11.3724,-7.3853,15.9868
C,-9.5884,-9.5884,15.9868
C,-8.5336,-10.5381,15.9868
C,-6.1561,-12.082,15.9868
C,-4.8595,-12.6594,15.9868
C,-2.1213,-13.3931,15.9868
C,-0.7097,-13.5414,15.9868
C,2.1213,-13.3931,15.9868
C,3.5096,-13.098,15.9868
C,6.1561,-12.082,15.9868
C,7.3853,-11.3724,15.9868
C,9.5884,-9.5884,15.9868
C,10.5381,-8.5336,15.9868
C,12.082,-6.1561,15.9868
C,12.6594,-4.8595,15.9868
C,13.3931,-2.1213,15.9868
C,13.5414,-0.7097,15.9868
C,13.3931,2.1213,15.9868
C,13.098,3.5096,15.9868
C,12.082,6.1561,15.9868
C,11.3724,7.3853,15.9868
C,9.5884,9.5884,15.9868
C,8.5336,10.5381,15.9868
C,6.1561,12.082,15.9868
C,4.8595,12.6594,15.9868
C,2.1213,13.3931,15.9868
C,0.7097,13.5414,15.9868
C,-2.1213,13.3931,15.9868
C,-3.5096,13.098,15.9868
C,-7.9704,10.9703,17.2166
C,-9.0734,10.077,17.2166
C,-10.9703,7.9704,17.2166
C,-11.7433,6.78,17.2166
C,-12.8963,4.1903,17.2166
C,-13.2637,2.8193,17.2166
C,-13.56,0,17.2166
C,-13.4857,-1.4174,17.2166
C,-12.8963,-4.1903,17.2166
C,-12.3877,-5.5153,17.2166
C,-10.9703,-7.9704,17.2166
C,-10.077,-9.0734,17.2166
C,-7.9704,-10.9703,17.2166
C,-6.78,-11.7433,17.2166
C,-4.1903,-12.8963,17.2166
C,-2.8193,-13.2637,17.2166
C,0,-13.56,17.2166
C,1.4174,-13.4857,17.2166
C,4.1903,-12.8963,17.2166
C,5.5153,-12.3877,17.2166
C,7.9704,-10.9703,17.2166
C,9.0734,-10.077,17.2166
C,10.9703,-7.9704,17.2166
C,11.7433,-6.78,17.2166
C,12.8963,-4.1903,17.2166
C,13.2637,-2.8193,17.2166
C,13.56,0,17.2166
C,13.4857,1.4174,17.2166
C,12.8963,4.1903,17.2166
C,12.3877,5.5153,17.2166
C,10.9703,7.9704,17.2166
C,10.077,9.0734,17.2166
C,7.9704,10.9703,17.2166
C,6.78,11.7433,17.2166
C,4.1903,12.8963,17.2166
C,2.8193,13.2637,17.2166
C,0,13.56,17.2166
C,-1.4174,13.4857,17.2166
C,-4.1903,12.8963,17.2166
C,-5.5153,12.3877,17.2166
C,-9.5884,9.5884,18.4463
C,-10.5381,8.5336,18.4463
C,-12.082,6.1561,18.4463
C,-12.6594,4.8595,18.4463
C,-13.3931,2.1213,18.4463
C,-13.5414,0.7097,18.4463
C,-13.3931,-2.1213,18.4463
C,-13.098,-3.5096,18.4463
C,-12.082,-6.1561,18.4463
C,-11.3724,-7.3853,18.4463
C,-9.5884,-9.5884,18.4463
C,-8.5336,-10.5381,18.4463
C,-6.1561,-12.082,18.4463
C,-4.8595,-12.6594,18.4463
C,-2.1213,-13.3931,18.4463
